cafe_id,cafe_image
388,https://drive.google.com/uc?id=1EddFrDABNAaNTMC5_I7UJxoBPgb0yFJl
389,https://drive.google.com/uc?id=1hNjPzBEaByz60v_f0aT5SZ8H0j0auCqw
390,https://drive.google.com/uc?id=17vA3tly5DSsY2mZKH8FZYuswZADSl5gS
392,https://drive.google.com/uc?id=1doizF5f9d_p0A3GzDSuQAj4NkLQE4Gx6
393,https://drive.google.com/uc?id=1g3tR8sTksBoWcfaGy0W3LOzKbf_L41_M
400,https://drive.google.com/uc?id=1cHntgebQpSJSCOLcQ5_fOyLcudPBjhwa
402,https://drive.google.com/uc?id=1Khax3vbR0BJu_KwYybCCXuSpU8mSQkXp
403,https://drive.google.com/uc?id=1zkIQFRzaTNOshAEdt0_aIas4Ez6qDomC
404,https://drive.google.com/uc?id=1N9Mm0yo0HAVaoVqxDEnfj2GIumMfLQbT
405,https://drive.google.com/uc?id=17NQEsCFSxU3W7RbfT5Wm4_TLjZSm8uI3
